yearID,teamID,team_name,wins,losses,running_average_wins,avg_weight,avg_height,roster_size,avg_games_played,median_games_played
2008,CLE,"Cleveland Indians",81,81,85,210.82,73.82,49,45,21
2008,COL,"Colorado Rockies",74,88,80,206.76,74.12,49,47,28
2008,DET,"Detroit Tigers",74,88,86,209.93,73.83,46,49,31
2008,FLO,"Florida Marlins",84,77,78,212.47,74.16,45,52,34
2008,HOU,"Houston Astros",86,75,80,203.95,72.90,41,56,38
2008,KCA,"Kansas City Royals",75,87,69,208.77,73.40,43,52,34
2008,LAA,"Los Angeles Angels of Anaheim",100,62,94,209.05,73.76,41,54,54
2008,LAN,"Los Angeles Dodgers",84,78,85,211.93,73.39,46,52,36
2008,MIL,"Milwaukee Brewers",90,72,83,210.75,73.80,44,51,32
2008,MIN,"Minnesota Twins",88,75,88,213.25,73.43,40,57,42
2008,NYA,"New York Yankees",89,73,93,218.41,74.43,51,46,28
2008,NYN,"New York Mets",89,73,91,202.40,73.16,50,48,27
2008,OAK,"Oakland Athletics",75,86,81,206.53,73.06,51,45,30
2008,PHI,"Philadelphia Phillies",92,70,89,202.60,73.20,40,60,34
2008,PIT,"Pittsburgh Pirates",67,95,67,208.85,73.72,47,50,40
2008,SDN,"San Diego Padres",63,99,80,202.80,73.54,59,40,25
2008,SEA,"Seattle Mariners",61,101,76,213.45,73.73,44,52,36
2008,SFN,"San Francisco Giants",72,90,73,200.29,72.80,49,49,33
2008,SLN,"St. Louis Cardinals",86,76,82,209.42,73.72,43,56,42
2008,TBA,"Tampa Bay Rays",97,65,75,205.87,73.96,46,50,32
2008,TEX,"Texas Rangers",79,83,78,217.85,74.11,55,41,26
2008,TOR,"Toronto Blue Jays",86,76,85,206.63,73.12,43,52,40
2008,WAS,"Washington Nationals",59,102,68,211.06,73.18,50,48,38
2007,ARI,"Arizona Diamondbacks",90,72,81,209.21,73.47,47,49,34
2007,ATL,"Atlanta Braves",84,78,84,214.68,73.76,50,48,24
2007,BAL,"Baltimore Orioles",69,93,71,203.78,73.63,49,48,30
2007,BOS,"Boston Red Sox",96,66,92,206.48,73.83,40,57,33
2007,CHA,"Chicago White Sox",72,90,87,219.02,74.60,43,52,38
2007,CHN,"Chicago Cubs",85,77,77,206.21,73.79,47,51,37
2007,CIN,"Cincinnati Reds",72,90,75,207.76,73.73,51,47,30
2007,CLE,"Cleveland Indians",96,66,89,209.00,73.71,41,54,34
2007,COL,"Colorado Rockies",90,73,78,204.70,74.09,53,45,27
2007,DET,"Detroit Tigers",88,74,85,206.59,73.52,44,52,32
2007,FLO,"Florida Marlins",71,91,77,208.14,73.84,50,48,27
2007,HOU,"Houston Astros",73,89,81,206.29,73.39,41,59,45
2007,KCA,"Kansas City Royals",69,93,62,206.04,73.56,45,51,27
2007,LAA,"Los Angeles Angels of Anaheim",94,68,93,210.05,73.43,42,53,40
2007,LAN,"Los Angeles Dodgers",82,80,80,207.07,73.49,45,54,35
2007,MIL,"Milwaukee Brewers",83,79,80,212.18,73.78,40,58,39
2007,MIN,"Minnesota Twins",79,83,86,207.69,73.19,42,54,33
2007,NYA,"New York Yankees",94,68,95,215.18,74.20,49,48,29
2007,NYN,"New York Mets",88,74,89,199.59,73.08,49,48,40
2007,OAK,"Oakland Athletics",76,86,86,203.15,72.98,54,41,26
2007,PHI,"Philadelphia Phillies",89,73,87,209.41,73.65,46,53,34
2007,PIT,"Pittsburgh Pirates",68,94,67,210.09,73.59,46,50,29
2007,SDN,"San Diego Padres",89,74,86,205.88,73.49,49,48,30
2007,SEA,"Seattle Mariners",88,74,78,209.02,73.68,44,53,27
2007,SFN,"San Francisco Giants",71,91,74,202.30,73.52,44,54,34
2007,SLN,"St. Louis Cardinals",78,84,87,204.22,73.78,45,54,37
2007,TBA,"Tampa Bay Devil Rays",66,96,65,204.00,73.62,45,50,31
2007,TEX,"Texas Rangers",75,87,78,212.64,73.92,50,46,31
2007,TOR,"Toronto Blue Jays",83,79,83,203.85,73.30,46,50,28
2007,WAS,"Washington Nationals",73,89,75,211.68,73.96,47,54,30
2006,ARI,"Arizona Diamondbacks",76,86,68,203.56,73.53,45,51,33
2006,ATL,"Atlanta Braves",79,83,88,211.38,73.67,45,54,35
2006,BAL,"Baltimore Orioles",70,92,74,201.74,73.52,46,50,30
2006,BOS,"Boston Red Sox",86,76,93,206.09,73.79,53,44,27
2006,CHA,"Chicago White Sox",90,72,91,213.14,74.78,37,62,33
2006,CHN,"Chicago Cubs",66,96,78,203.72,73.78,46,52,37
2006,CIN,"Cincinnati Reds",80,82,76,201.93,73.30,54,43,28
2006,CLE,"Cleveland Indians",78,84,84,210.51,74.04,45,47,34
2006,COL,"Colorado Rockies",76,86,70,200.48,73.40,50,46,32
2006,DET,"Detroit Tigers",95,67,79,210.78,73.55,40,55,34
2006,FLO,"Florida Marlins",78,84,81,217.35,73.88,40,59,35
2006,HOU,"Houston Astros",82,80,88,203.97,73.33,39,61,53
2006,KCA,"Kansas City Royals",62,100,59,204.67,73.80,55,41,23
2006,LAA,"Los Angeles Angels of Anaheim",89,73,89,210.93,73.50,40,57,40
2006,LAN,"Los Angeles Dodgers",88,74,84,208.38,73.24,50,48,32
2006,MIL,"Milwaukee Brewers",75,87,74,210.06,74.12,49,45,32
2006,MIN,"Minnesota Twins",96,66,90,206.49,73.23,39,57,44
2006,NYA,"New York Yankees",97,65,98,209.45,73.98,49,50,33
2006,NYN,"New York Mets",97,65,84,204.22,73.49,49,47,27
2006,OAK,"Oakland Athletics",93,69,91,202.18,72.98,40,55,35
2006,PHI,"Philadelphia Phillies",85,77,86,199.44,72.73,45,54,31
2006,PIT,"Pittsburgh Pirates",67,95,69,208.48,73.43,42,55,38
2006,SDN,"San Diego Padres",88,74,86,201.39,73.37,46,52,37
2006,SEA,"Seattle Mariners",78,84,70,207.10,73.47,49,46,31
2006,SFN,"San Francisco Giants",76,85,81,199.89,73.61,44,53,35
2006,SLN,"St. Louis Cardinals",83,78,96,202.68,73.44,41,58,46
2006,TBA,"Tampa Bay Devil Rays",61,101,66,203.98,73.78,49,46,32
2006,TEX,"Texas Rangers",80,82,83,212.39,73.43,51,44,25
2006,TOR,"Toronto Blue Jays",87,75,78,201.81,73.29,42,55,32
2006,WAS,"Washington Nationals",71,91,69,199.67,73.61,57,43,26
2005,ARI,"Arizona Diamondbacks",77,85,71,202.21,73.86,43,55,33
2005,ATL,"Atlanta Braves",90,72,96,207.20,73.60,45,52,34
2005,BAL,"Baltimore Orioles",74,88,74,201.83,73.65,46,51,30
2005,BOS,"Boston Red Sox",95,67,96,199.27,73.65,52,45,31
2005,CHA,"Chicago White Sox",99,63,89,208.58,73.68,38,58,33
2005,CHN,"Chicago Cubs",79,83,85,202.20,73.37,46,49,27
2005,CIN,"Cincinnati Reds",73,89,73,203.13,73.61,46,50,32
2005,CLE,"Cleveland Indians",93,69,80,210.21,74.32,38,57,34
2005,COL,"Colorado Rockies",67,95,70,200.17,73.72,54,43,32
2005,DET,"Detroit Tigers",71,91,62,205.73,73.49,45,49,33
2005,FLO,"Florida Marlins",83,79,86,205.32,73.74,47,49,29
2005,HOU,"Houston Astros",89,73,89,198.25,72.94,36,65,37
2005,KCA,"Kansas City Royals",56,106,66,200.96,73.54,46,49,32
2005,LAA,"Los Angeles Angels of Anaheim",95,67,82,203.58,73.18,40,56,33
2005,LAN,"Los Angeles Dodgers",71,91,83,206.61,73.32,44,53,39
2005,MIL,"Milwaukee Brewers",81,81,72,209.69,73.95,39,57,38
2005,MIN,"Minnesota Twins",83,79,88,202.89,73.03,37,60,54
2005,NYA,"New York Yankees",95,67,99,198.06,73.49,51,45,22
2005,NYN,"New York Mets",83,79,73,199.74,73.21,42,53,31
2005,OAK,"Oakland Athletics",88,74,92,197.54,72.76,41,53,35
2005,PHI,"Philadelphia Phillies",88,74,87,199.25,72.90,40,57,36
2005,PIT,"Pittsburgh Pirates",67,95,71,207.07,73.39,44,52,41
2005,SDN,"San Diego Padres",82,80,78,197.39,72.67,46,52,33
2005,SEA,"Seattle Mariners",69,93,75,202.71,73.19,48,47,32
2005,SFN,"San Francisco Giants",75,87,89,199.18,73.78,50,47,29
2005,SLN,"St. Louis Cardinals",100,62,97,202.63,73.63,40,58,44
2005,TBA,"Tampa Bay Devil Rays",67,95,67,205.44,74.00,43,52,34
2005,TEX,"Texas Rangers",79,83,80,210.34,74.14,50,44,21
2005,TOR,"Toronto Blue Jays",80,82,78,201.24,72.81,37,62,40
2005,WAS,"Washington Nationals",81,81,62,201.42,73.60,55,43,20
2004,ANA,"Anaheim Angels",92,70,89,201.63,73.39,38,58,46
2004,ARI,"Arizona Diamondbacks",51,111,78,198.21,73.38,52,44,29
2004,ATL,"Atlanta Braves",96,66,99,200.87,73.26,39,60,50
2004,BAL,"Baltimore Orioles",78,84,72,199.91,73.36,47,48,29
2004,BOS,"Boston Red Sox",98,64,95,194.02,73.36,50,48,32
2004,CHA,"Chicago White Sox",83,79,83,207.88,73.67,42,53,45
2004,CHN,"Chicago Cubs",89,73,81,197.35,73.70,43,53,33
2004,CIN,"Cincinnati Reds",76,86,74,200.55,73.39,44,54,40
2004,CLE,"Cleveland Indians",80,82,74,205.27,73.77,52,44,24
2004,COL,"Colorado Rockies",68,94,72,201.32,73.96,47,50,38
2004,DET,"Detroit Tigers",72,90,57,206.49,73.69,39,58,41
2004,FLO,"Florida Marlins",83,79,84,202.98,73.80,45,49,29
2004,HOU,"Houston Astros",92,70,88,201.31,73.17,42,57,33
2004,KCA,"Kansas City Royals",58,104,68,197.05,73.00,58,37,25
2004,LAN,"Los Angeles Dodgers",93,69,90,204.16,73.47,43,55,42
2004,MIL,"Milwaukee Brewers",67,94,64,200.05,74.20,41,55,45
2004,MIN,"Minnesota Twins",92,70,92,204.45,73.10,42,55,36
2004,MON,"Montreal Expos",67,95,78,203.17,73.37,46,50,35
2004,NYA,"New York Yankees",101,61,102,198.60,73.74,43,53,27
2004,NYN,"New York Mets",71,91,71,199.19,73.31,52,46,32
2004,OAK,"Oakland Athletics",91,71,97,199.19,73.17,36,62,41
2004,PHI,"Philadelphia Phillies",86,76,84,204.00,73.28,39,59,42
2004,PIT,"Pittsburgh Pirates",72,89,73,199.21,73.02,43,54,31
2004,SDN,"San Diego Padres",87,75,72,196.62,73.34,47,49,31
2004,SEA,"Seattle Mariners",63,99,83,201.40,73.46,48,48,31
2004,SFN,"San Francisco Giants",91,71,95,200.81,73.79,43,56,40
2004,SLN,"St. Louis Cardinals",105,57,96,200.62,73.38,37,64,51
2004,TBA,"Tampa Bay Devil Rays",70,91,63,203.79,73.88,48,45,24
2004,TEX,"Texas Rangers",89,73,77,207.85,74.08,52,43,23
2004,TOR,"Toronto Blue Jays",67,94,77,198.79,73.38,47,47,24
2003,ANA,"Anaheim Angels",77,85,84,195.60,73.35,43,53,38
2003,ARI,"Arizona Diamondbacks",84,78,91,198.91,73.60,43,54,50
2003,ATL,"Atlanta Braves",101,61,97,198.94,73.06,34,69,52
2003,BAL,"Baltimore Orioles",71,91,67,197.83,73.43,42,52,32
2003,BOS,"Boston Red Sox",95,67,90,194.62,73.43,47,49,26
2003,CHA,"Chicago White Sox",86,76,83,205.68,73.40,40,57,35
2003,CHN,"Chicago Cubs",88,74,81,195.21,73.55,42,54,33
2003,CIN,"Cincinnati Reds",69,93,71,203.35,73.77,57,41,31
2003,CLE,"Cleveland Indians",68,94,78,202.52,73.61,54,42,31
2003,COL,"Colorado Rockies",74,88,73,197.86,73.30,50,47,31
2003,DET,"Detroit Tigers",43,119,55,202.26,73.47,43,53,34
2003,FLO,"Florida Marlins",91,71,82,205.53,74.33,40,55,33
2003,HOU,"Houston Astros",87,75,88,194.95,73.25,44,54,32
2003,KCA,"Kansas City Royals",83,79,70,198.17,73.60,53,42,18
2003,LAN,"Los Angeles Dodgers",85,77,88,197.36,72.93,44,52,32
2003,MIL,"Milwaukee Brewers",68,94,64,195.95,73.45,42,55,34
2003,MIN,"Minnesota Twins",90,72,90,201.50,73.24,42,54,33
2003,MON,"Montreal Expos",83,79,78,198.86,73.02,43,53,35
2003,NYA,"New York Yankees",101,61,100,200.86,73.82,49,45,31
2003,NYN,"New York Mets",66,95,74,195.98,73.40,50,47,35
2003,OAK,"Oakland Athletics",96,66,100,196.17,73.32,41,54,35
2003,PHI,"Philadelphia Phillies",86,76,84,205.66,73.42,38,59,43
2003,PIT,"Pittsburgh Pirates",75,87,70,200.37,73.28,46,51,37
2003,SDN,"San Diego Padres",64,98,70,197.94,73.29,51,47,33
2003,SEA,"Seattle Mariners",93,69,101,197.81,73.76,37,59,40
2003,SFN,"San Francisco Giants",100,61,95,195.72,73.15,46,49,27
2003,SLN,"St. Louis Cardinals",85,77,92,198.21,73.64,42,57,40
2003,TBA,"Tampa Bay Devil Rays",63,99,60,200.80,73.67,51,44,25
2003,TEX,"Texas Rangers",71,91,72,200.94,73.56,52,44,34
2003,TOR,"Toronto Blue Jays",86,76,81,202.55,73.75,40,57,40
2002,ANA,"Anaheim Angels",99,63,85,193.90,73.40,40,58,35
2002,ARI,"Arizona Diamondbacks",98,64,92,194.14,73.45,42,56,37
2002,ATL,"Atlanta Braves",101,59,95,195.47,73.13,38,61,52
2002,BAL,"Baltimore Orioles",67,95,68,196.67,73.35,46,48,28
2002,BOS,"Boston Red Sox",93,69,87,200.77,73.49,39,56,32
2002,CHA,"Chicago White Sox",81,81,86,206.06,74.00,35,63,50
2002,CHN,"Chicago Cubs",67,95,73,198.18,73.50,44,52,32
2002,CIN,"Cincinnati Reds",78,84,76,200.09,73.49,43,55,39
2002,CLE,"Cleveland Indians",74,88,85,206.85,73.80,59,38,24
2002,COL,"Colorado Rockies",73,89,76,201.47,73.42,43,56,38
2002,DET,"Detroit Tigers",55,106,67,198.25,73.40,57,37,21
2002,FLO,"Florida Marlins",79,83,78,202.54,74.27,41,57,38
2002,HOU,"Houston Astros",84,78,83,196.71,73.00,41,57,40
2002,KCA,"Kansas City Royals",62,100,68,195.42,73.23,52,43,27
2002,LAN,"Los Angeles Dodgers",92,70,88,196.29,73.05,41,56,37
2002,MIL,"Milwaukee Brewers",56,106,66,197.35,73.24,49,48,30
2002,MIN,"Minnesota Twins",94,67,83,201.79,73.21,42,55,38
2002,MON,"Montreal Expos",83,79,73,199.02,73.28,43,53,35
2002,NYA,"New York Yankees",103,58,95,197.95,73.82,38,56,31
2002,NYN,"New York Mets",75,86,84,196.04,73.02,48,50,30
2002,OAK,"Oakland Athletics",103,59,99,196.12,72.98,41,56,40
2002,PHI,"Philadelphia Phillies",80,81,77,202.69,73.31,39,58,39
2002,PIT,"Pittsburgh Pirates",72,89,68,199.21,73.42,38,62,53
2002,SDN,"San Diego Padres",66,96,74,192.86,73.37,59,40,19
2002,SEA,"Seattle Mariners",93,69,100,195.73,73.60,40,56,34
2002,SFN,"San Francisco Giants",95,66,94,191.66,73.39,38,60,46
2002,SLN,"St. Louis Cardinals",97,65,95,199.48,73.95,44,54,29
2002,TBA,"Tampa Bay Devil Rays",55,106,62,203.58,74.02,43,47,32
2002,TEX,"Texas Rangers",72,90,72,203.20,73.73,51,47,34
2002,TOR,"Toronto Blue Jays",78,84,80,201.73,73.69,45,50,37
2001,ANA,"Anaheim Angels",75,87,76,193.39,73.53,38,58,40
2001,ARI,"Arizona Diamondbacks",92,70,92,196.55,73.53,47,50,33
2001,ATL,"Atlanta Braves",88,74,95,192.94,72.85,47,49,36
2001,BAL,"Baltimore Orioles",63,98,72,195.00,73.33,46,47,31
2001,BOS,"Boston Red Sox",82,79,87,194.65,73.04,48,47,25
2001,CHA,"Chicago White Sox",83,79,84,202.12,73.90,42,54,35
2001,CHN,"Chicago Cubs",88,74,73,193.67,73.07,43,55,48
2001,CIN,"Cincinnati Reds",66,96,82,204.22,73.28,50,48,36
2001,CLE,"Cleveland Indians",91,71,93,205.30,73.73,44,54,32
2001,COL,"Colorado Rockies",73,89,76,198.34,73.53,53,45,35
2001,DET,"Detroit Tigers",66,96,71,187.98,73.55,44,51,33
2001,FLO,"Florida Marlins",76,86,73,205.88,74.33,42,53,32
2001,HOU,"Houston Astros",93,69,87,196.53,73.53,45,50,28
2001,KCA,"Kansas City Royals",65,97,69,195.00,73.09,44,51,36
2001,LAN,"Los Angeles Dodgers",86,76,83,193.56,73.05,41,56,34
2001,MIL,"Milwaukee Brewers",68,94,72,199.43,73.50,46,51,32
2001,MIN,"Minnesota Twins",85,77,72,202.62,73.19,42,53,35
2001,MON,"Montreal Expos",68,94,68,200.34,74.00,47,49,36
2001,NYA,"New York Yankees",95,65,93,195.57,73.55,47,46,31
2001,NYN,"New York Mets",82,80,91,190.84,72.80,44,53,33
2001,OAK,"Oakland Athletics",102,60,93,196.40,73.10,42,54,34
2001,PHI,"Philadelphia Phillies",86,76,76,194.35,72.96,46,49,28
2001,PIT,"Pittsburgh Pirates",62,100,70,196.12,73.67,49,47,34
2001,SDN,"San Diego Padres",79,83,76,192.38,73.73,48,49,34
2001,SEA,"Seattle Mariners",116,46,95,198.97,73.94,35,66,45
2001,SFN,"San Francisco Giants",90,72,91,194.46,73.46,41,57,40
2001,SLN,"St. Louis Cardinals",93,69,88,198.40,74.08,40,59,34
2001,TBA,"Tampa Bay Devil Rays",62,100,67,203.83,74.33,46,47,37
2001,TEX,"Texas Rangers",73,89,80,197.55,73.53,51,44,28
2001,TOR,"Toronto Blue Jays",80,82,82,198.39,73.37,41,57,46
2000,ANA,"Anaheim Angels",82,80,79,191.36,73.22,45,50,24
2000,ARI,"Arizona Diamondbacks",85,77,83,192.51,73.39,41,54,38
2000,ATL,"Atlanta Braves",95,67,101,195.43,73.19,47,48,26
2000,BAL,"Baltimore Orioles",74,88,77,193.18,73.32,50,44,32
2000,BOS,"Boston Red Sox",85,77,90,191.88,72.87,52,46,30
2000,CHA,"Chicago White Sox",95,67,83,199.93,74.05,42,54,32
2000,CHN,"Chicago Cubs",65,97,74,194.51,73.53,51,46,30
2000,CIN,"Cincinnati Reds",85,77,86,198.27,73.73,45,52,35
2000,CLE,"Cleveland Indians",90,72,92,200.13,73.87,55,41,26
2000,COL,"Colorado Rockies",82,80,77,192.84,73.39,49,48,33
2000,DET,"Detroit Tigers",79,83,71,190.93,73.33,45,52,40
2000,FLO,"Florida Marlins",79,82,66,203.20,73.83,40,59,45
2000,HOU,"Houston Astros",72,90,90,195.72,73.54,46,50,33
2000,KCA,"Kansas City Royals",77,85,71,195.68,73.80,44,50,32
2000,LAN,"Los Angeles Dodgers",86,76,82,187.61,72.93,46,48,33
2000,MIL,"Milwaukee Brewers",73,89,74,202.61,73.93,46,50,32
2000,MIN,"Minnesota Twins",69,93,67,200.66,73.41,41,56,34
2000,MON,"Montreal Expos",67,95,67,198.92,73.67,49,49,36
2000,NYA,"New York Yankees",87,74,100,194.35,73.98,46,49,32
2000,NYN,"New York Mets",94,68,93,191.74,72.68,47,52,35
2000,OAK,"Oakland Athletics",91,70,84,197.16,73.27,44,53,32
2000,PHI,"Philadelphia Phillies",65,97,72,190.53,73.14,51,44,28
2000,PIT,"Pittsburgh Pirates",69,93,72,193.91,73.39,46,50,40
2000,SDN,"San Diego Padres",76,86,83,193.20,73.43,56,42,24
2000,SEA,"Seattle Mariners",91,71,82,199.51,74.05,37,62,48
2000,SFN,"San Francisco Giants",97,65,91,192.83,73.56,36,64,47
2000,SLN,"St. Louis Cardinals",95,67,84,195.30,73.96,46,50,32
2000,TBA,"Tampa Bay Devil Rays",69,92,67,199.80,73.96,51,44,34
2000,TEX,"Texas Rangers",71,91,85,192.74,73.05,42,55,38
2000,TOR,"Toronto Blue Jays",83,79,85,194.29,73.29,45,47,34
1999,ANA,"Anaheim Angels",70,92,80,189.67,73.44,45,50,30
1999,ARI,"Arizona Diamondbacks",100,62,83,195.79,73.56,43,51,32
1999,ATL,"Atlanta Braves",103,59,103,196.20,73.64,44,53,33
1999,BAL,"Baltimore Orioles",78,84,85,199.51,73.77,43,53,32
1999,BOS,"Boston Red Sox",94,68,88,188.81,72.58,48,47,30
1999,CHA,"Chicago White Sox",75,86,78,198.18,73.78,40,56,35
1999,CHN,"Chicago Cubs",67,95,75,195.81,73.62,47,50,33
1999,CIN,"Cincinnati Reds",96,67,83,201.57,73.69,35,66,50
1999,CLE,"Cleveland Indians",97,65,91,197.69,73.59,51,45,28
1999,COL,"Colorado Rockies",72,90,77,191.00,73.11,44,52,35
1999,DET,"Detroit Tigers",69,92,71,188.46,73.66,41,54,32
1999,FLO,"Florida Marlins",64,98,70,197.98,73.41,44,53,37
1999,HOU,"Houston Astros",97,65,94,195.89,73.47,38,58,43
1999,KCA,"Kansas City Royals",64,97,68,195.92,73.86,50,45,24
1999,LAN,"Los Angeles Dodgers",77,85,83,188.65,72.65,43,52,35
1999,MIL,"Milwaukee Brewers",74,87,74,201.82,73.77,44,54,32
1999,MIN,"Minnesota Twins",63,97,67,197.14,73.22,37,62,49
1999,MON,"Montreal Expos",68,94,70,196.00,73.66,44,55,34
1999,NYA,"New York Yankees",98,64,103,199.00,74.10,39,56,33
1999,NYN,"New York Mets",97,66,91,192.18,73.16,45,54,32
1999,OAK,"Oakland Athletics",87,75,75,194.48,73.21,42,56,40
1999,PHI,"Philadelphia Phillies",77,85,73,193.00,73.37,41,56,32
1999,PIT,"Pittsburgh Pirates",78,83,75,199.33,73.98,45,50,39
1999,SDN,"San Diego Padres",74,88,83,187.32,72.93,41,58,34
1999,SEA,"Seattle Mariners",79,83,82,193.47,73.92,51,44,25
1999,SFN,"San Francisco Giants",86,76,88,188.29,72.83,35,66,61
1999,SLN,"St. Louis Cardinals",75,86,77,194.14,73.81,42,57,48
1999,TBA,"Tampa Bay Devil Rays",69,93,66,198.76,74.02,46,49,40
1999,TEX,"Texas Rangers",95,67,87,187.63,73.32,38,58,35
1999,TOR,"Toronto Blue Jays",84,78,83,194.91,73.75,53,41,31
1998,ANA,"Anaheim Angels",85,77,85,191.67,73.49,45,51,39
1998,ARI,"Arizona Diamondbacks",65,97,65,192.37,73.80,46,47,29
1998,ATL,"Atlanta Braves",106,56,101,192.38,73.19,42,52,32
1998,BAL,"Baltimore Orioles",79,83,88,193.44,73.27,48,49,25
1998,BOS,"Boston Red Sox",92,70,85,189.40,72.89,47,50,33
1998,CHA,"Chicago White Sox",80,82,82,194.72,73.69,39,57,34
1998,CHN,"Chicago Cubs",90,73,78,194.15,73.87,47,50,33
1998,CIN,"Cincinnati Reds",77,85,78,197.49,73.38,47,49,34
1998,CLE,"Cleveland Indians",89,73,91,197.85,73.69,48,47,31
1998,COL,"Colorado Rockies",77,85,81,191.95,73.40,42,55,39
1998,DET,"Detroit Tigers",65,97,66,191.13,73.73,45,51,33
1998,FLO,"Florida Marlins",54,108,75,195.76,73.61,49,46,35
1998,HOU,"Houston Astros",102,60,89,197.08,73.97,38,57,35
1998,KCA,"Kansas City Royals",72,89,71,191.78,73.25,51,44,32
1998,LAN,"Los Angeles Dodgers",83,79,87,193.32,73.38,53,42,34
1998,MIL,"Milwaukee Brewers",74,88,74,197.74,73.49,43,55,34
1998,MIN,"Minnesota Twins",70,92,72,199.13,73.50,38,60,34
1998,MON,"Montreal Expos",65,97,77,193.05,73.51,41,57,52
1998,NYA,"New York Yankees",114,48,101,196.50,73.82,38,57,35
1998,NYN,"New York Mets",88,74,82,192.08,72.65,49,48,30
1998,OAK,"Oakland Athletics",74,88,72,194.62,73.44,45,52,34
1998,PHI,"Philadelphia Phillies",75,87,70,194.03,73.70,40,55,34
1998,PIT,"Pittsburgh Pirates",69,93,74,193.95,73.32,38,58,39
1998,SDN,"San Diego Padres",98,64,88,189.19,73.19,42,56,36
1998,SEA,"Seattle Mariners",76,85,84,191.49,73.53,47,48,30
1998,SFN,"San Francisco Giants",89,74,82,186.10,72.93,41,57,36
1998,SLN,"St. Louis Cardinals",83,79,81,191.27,73.09,45,51,45
1998,TBA,"Tampa Bay Devil Rays",63,99,63,194.86,73.86,42,54,32
1998,TEX,"Texas Rangers",88,74,85,190.60,73.38,42,53,40
1998,TOR,"Toronto Blue Jays",88,74,79,193.20,73.63,41,54,32
1997,ANA,"Anaheim Angels",84,78,84,186.58,72.81,43,52,33
1997,ATL,"Atlanta Braves",101,61,100,188.92,73.16,38,62,36
1997,BAL,"Baltimore Orioles",98,64,90,192.08,73.33,39,59,43
1997,BOS,"Boston Red Sox",78,84,81,192.57,73.43,46,49,31
1997,CHA,"Chicago White Sox",80,81,86,192.27,73.18,45,50,33
1997,CHN,"Chicago Cubs",68,94,76,191.31,73.64,42,56,39
1997,CIN,"Cincinnati Reds",76,86,77,192.76,73.14,50,47,30
1997,CLE,"Cleveland Indians",86,75,87,194.15,73.20,46,48,22
1997,COL,"Colorado Rockies",83,79,78,194.91,73.74,43,53,33
1997,DET,"Detroit Tigers",79,83,72,190.72,73.74,43,54,32
1997,FLO,"Florida Marlins",92,70,79,197.49,73.74,43,54,36
1997,HOU,"Houston Astros",84,78,84,192.02,73.05,41,54,40
1997,KCA,"Kansas City Royals",67,94,75,188.73,73.25,51,45,32
1997,LAN,"Los Angeles Dodgers",88,74,86,190.41,73.16,44,52,40
1997,MIN,"Minnesota Twins",68,94,72,196.90,73.59,39,58,49
1997,ML4,"Milwaukee Brewers",78,83,76,193.91,73.84,44,53,32
1997,MON,"Montreal Expos",78,84,87,190.56,73.51,41,55,33
1997,NYA,"New York Yankees",96,66,92,195.20,73.73,41,54,39
1997,NYN,"New York Mets",88,74,73,186.18,72.56,45,52,33
1997,OAK,"Oakland Athletics",65,97,70,197.86,74.16,49,50,38
1997,PHI,"Philadelphia Phillies",68,94,77,192.74,73.61,46,50,35
1997,PIT,"Pittsburgh Pirates",79,83,76,196.30,73.65,43,53,39
1997,SDN,"San Diego Padres",76,86,76,192.20,73.09,45,52,31
1997,SEA,"Seattle Mariners",90,72,86,187.23,73.26,47,49,30
1997,SFN,"San Francisco Giants",90,72,87,189.40,73.21,42,55,32
1997,SLN,"St. Louis Cardinals",73,89,83,191.88,73.18,51,46,29
1997,TEX,"Texas Rangers",77,85,84,187.84,73.09,44,51,35
1997,TOR,"Toronto Blue Jays",76,86,82,190.07,73.50,44,48,37
1996,ATL,"Atlanta Braves",96,66,99,189.40,73.14,42,55,39
1996,BAL,"Baltimore Orioles",88,74,87,193.00,73.71,45,50,29
1996,BOS,"Boston Red Sox",85,77,79,190.60,73.20,55,42,28
1996,CAL,"California Angels",70,91,71,190.58,74.00,52,43,25
1996,CHA,"Chicago White Sox",85,77,88,190.91,73.61,44,53,29
1996,CHN,"Chicago Cubs",76,86,79,190.37,73.56,41,58,38
1996,CIN,"Cincinnati Reds",81,81,81,195.27,73.94,48,49,34
1996,CLE,"Cleveland Indians",99,62,84,187.61,73.14,44,51,32
1996,COL,"Colorado Rockies",83,79,75,192.52,73.20,44,53,30
1996,DET,"Detroit Tigers",53,109,71,189.77,73.77,53,43,25
1996,FLO,"Florida Marlins",80,82,72,191.57,73.37,46,50,32
1996,HOU,"Houston Astros",82,80,83,193.26,73.49,43,53,35
1996,KCA,"Kansas City Royals",75,86,77,189.25,73.10,40,56,36
1996,LAN,"Los Angeles Dodgers",90,72,78,190.15,73.23,40,58,43
1996,MIN,"Minnesota Twins",78,84,80,191.16,73.29,38,61,43
1996,ML4,"Milwaukee Brewers",80,82,80,194.06,73.29,48,48,25
1996,MON,"Montreal Expos",88,74,90,192.64,73.38,39,60,53
1996,NYA,"New York Yankees",92,70,85,191.00,73.77,48,48,30
1996,NYN,"New York Mets",71,91,67,188.93,73.30,40,57,48
1996,OAK,"Oakland Athletics",78,84,81,194.00,73.81,43,55,46
1996,PHI,"Philadelphia Phillies",67,95,78,191.52,73.31,54,40,30
1996,PIT,"Pittsburgh Pirates",73,89,81,193.17,73.74,46,50,28
